text,likes,replies
TIKTOK is a bunch of silly young people doing boring things that other silly boring people think are cool. I am sure the Chinese also yawn when they look at how silly and boring it all is,0,0
"Not 'loosing', lost!",1,0
Two more weeks,0,0
But the bumper stickers and Twitter pfps...,0,0
USA and West have to be more strong if we lost in this brutal war then we need to wait again hundreds more years to see peace and freedom,1,0
It was an unfair big kid on the block pounding on a smaller neighbor. It is amazing and I think Ukraine's fighting spirit is legendary.,0,2
You play stupid games you get stupid prizes. This war is not Iraq or Libya. You actually fighting a real army not goat farmers in the dessert lol,0,0
I don't understand why potato heads they go to a war that it's not theirs and it's all lies from Zelensky.. while he is sitting on hot coffee in France while fighting for who exactly?,0,0
"It’s actually the exact opposite, Ukraine is reclaiming more and more land and this horrible war continues slowly, the frontlines move slower than eastern front, good luck to Ukraine because I bet my life they will win.",2,2
Losing....yaa sure,0,0
"US invading Russia through Ukraine, mercenaries r mercenaries ' spade is ️ ' u can't give another name.",0,0
im fine with tiktok being banned!,0,0
Слава Україні!,0,0
Ukrainewar gonna vist the US taxpayer enormous money.,0,0
"It's not 100 to 200 soldiers that die per day. It's 800 to 1200 per day. When Zelensky said they need 100 tanks and all the other equipment that said Ukraine needs is what they have lost. A tank carries 3 to 10 soldiers , so one blown tank doesn't have one soldier. And if Russia really wants to end Ukraine in a day they can end it",2,0
"Ukraine is NOT winning the war strategically. Putin has lost 25% or more of his original invasion force in 4 months to occupy only a small percentage of Donbas compared to the 2014 lines: 30,000+ russian troops killed and an estimated 60-90,000 wounded/out of action, 1300 tanks destroyed, 200+ aircraft, 8 warships, 11 generals and countless APCs, artillery, fuel trucks etc. They failed to seize Kyiv and Kharkiv and were driven out of both areas. Russia is running out of troops, equipment and supplies as well as money and cannot replace lost equipment quiickly due to sanctions. Outgunned and outmanned, Ukraine has managed to hold the orcs to Donbas and has humilitated russia strategically. I don't call that ""losing."" PLus, Ukraine has the support of the US and other NATO nations while russia is isolated in the world and now despised. Anyone would think Fox News is run by russian trolls hoping that Putin will win the war.",0,0
"When you consider what Ukraine is up against, they are winning simply by trading a few KM for lives. Time is not on Russia's side but as long as EU and NATO continues to support Ukraine, it IS on their side. Ukraine has roughly 100-150 CASUALTIES per day. For the first couple months 50-100. Over 4 months roughly 12,000. Russian estimates are around 35K for an operation intended for three days. In WWI France lost 1500 DEAD per day for four years and WON.",2,1
"This woman is so arrogant, what will be left in Ukraine after it is ground to dust, she thinks America is the beginning and end of the world, 85% of world is backing Russia which is rich in oil, metals, agriculture produce, mind it is not Afghanistan.",0,0
So when Ukraine falls what happens to the rest of the aid money? Democrat slush fund?,0,0
McZionist,0,0
India is investing in Russia.,0,0
Americans looks like they have done in Afghanistan!,0,0
Ukraine has already lost. A long time ago.,3,1
LMAO even th Republican neocons cannot even deny the truth anymore.,0,0
"honestly it was very difficult to find ONE thing that this lady says which has a chance of making sense... Russia controls 5G ??? I it's OK to say ""I don't know how internet, telephony or radio signals work""...",0,1
"Tiktok access.... does US government have acess to utube, microsoft, etc etc",0,0
Нет слов,0,0
More Democrats need to sign up for cannon fodder duty.,0,0
Russia's army is very poorly trained soldiers. I am worried that Russia could collapse again.,0,0
load of ..,0,0
"Well, McDonalds and Coca Cola are returning to Russia... under different names of course... you know - to maintain the virtue of being anti war and all. I suspect that LOUIS VUITTON will reconsider their swift departure from Russia and return back, albeit under a different name perhaps, and Russia will be back to its former glory. I wonder if the two captured Americans see the ""glimmer of hope"" in the fact that they are considered mercenaries instead of POWs.",0,0
China on the move ..,0,0
"Wow if u are dancing on Instagram, the American secret services are watching you, so ???",0,0
No evidence for this ! what it this ! Please on fact ! And i bilieve you ! Just one prouven fact !,0,0
Rusia️,0,0
"So,it's supposed i dance for USA intellinge instead.Dont trrat us like dumbs please",0,0
"""beyond the app into the entirety of the phone... yeeeha..."" As a veteran IT person I can assure you TikTok is not gaining access UNLESS you give it access. If you click yes to the suggestions of syncing with your contacts, or syncing with your facebook you are giving TikTok this data. This is true with every app. So do not click yes.",1,0
"I'm honestly surprised this woman is a former national security advisor, there are some serious flaws in her analysis. Calling US volunteers 'mercenaries' is absolutely not a good thing for them. But her comment about 'Russia being richer then ever' on the very day that the country - for the fist time in over a century - is defaulting on it's dollar loans is a sign she has no idea what she's talking about.",2,2
just deleted tiktok,0,0
May God bless you Ukrain,3,0
"Ukraine isn't losing this war by any metric you care to measure it by. The catastrophic losses by Russia around Kiev and Kharkov are proof of that. The only parts Ukraine is ""losing"" is near the city of Severodonetsk and the only reason for that is the Russians have concentrated most of their forces there.",0,2
This lady has no knowledge to talk about war.,0,0
I stand with Putin!,3,0
Putin international pariah.??.,0,0
who cares,0,0
",,Ukrajne is loosing this war,, and what did you think in the west??🇷🇺",0,0
Sounds to me like the yanks are giving up lol Nothing new there then Afghanistan remember that when you left without telling anyone,0,0
Propaganda Fox news....,0,0
its pretty funny watching this war ! everybody picks a side and then we get to watch it on tv ! the US says we should bet on ukraine but most bookmakers disagree ! so its a very hard fight to pick the winner !,2,0
What did you think would happen lol? Russia is a far far bigger etc country.,0,0
"mc farland your a nutbar. russia is losing this war and losing 300 soldiers a day, so far over 34,000 and counting wounded and captured over 100,000. russias economy has collapsed and its costing them 1 billion a day and only captured one major city. record high food prices, record high unemployment and record high inflation and more sanctions added every week.",0,0
More Fox Lies,0,0
"well at least the 44 billions taxpayer money for ukraine found some new deep pockets, so all is fine xd",0,0
Let's come to the united states now TikTok Exactly,0,0
SLAVA Russia!,0,0
True news.some news Propaganda.,0,0
God bless China.,0,0
I don't understand it. Russia demands from Ukraine to never join NATO and grant independence to Luhansk and Donetsk regions. Why Zelensky won't accept it and end the war tomorrow?,0,2
Amazing everyone in europe knows Ukraine was loosing from day one All this has shown is how weak the west is both Politically and militarily to the world This is the end of the west youve lost game over,0,0
Zelenski and i Bidet na chuja !!!,1,0
Expansive war! Go Russia! Ura ura ura!,0,0
russia is losing this thing lets be clear on that.,0,0
Why dumb people keep come to talk to television?,0,0
"Let’s give a one hand applause to this American couch expert, who enlightened us with “Russia is too big to fail” wisdom... And Fox, couldn’t find someone better?",1,0
"EU is an old Man now (not many young people ) ..and knows it too. EU must start negotiatons with Russia . ....eventually that will happen ,after many poor young Ukrainian men have died and young Ukrainian women abused /used in EU So Sad and Shame on EU",1,0
"RUSSIA gonna start dismemberment of USA colonization. Just like prophet baba Vanga said All will thaw, as if ice, only one remain untouched - Vladimir’s glory, glory of Russia."" “Too much it is brought in a victim. Nobody can stop Russia,"" she said. Further, she added, ""All will be removed by RUSSIA from the way and not only will be kept, but also becomes the lord of the world. """,0,0
Russia will take Alaska back next to liberate them пожалуйста не только на день не только на определённое число,0,0
"People proclaiming Ukraine's losing are those, who WANT such a loss to happen -- and are trying to bring the loss about by discouraging foreign help to them with the proclamations.",0,0
"There are many examples in history when someone has captured lots of territory, but then eventually lost the war, right now Russia is making extremely slow progress, but there is no indication to say that Ukraine is losing the war. Considering that Russia wanted to capture the country in 4 days and most ""experts"" gave Ukraine 48 hours it's hard to say that Ukraine is losing this war. Ukraine: ""loses 4 meters of land to a much larger force"" American ""experts"": UKRAINE HAS LOST THE WAR!!!",2,4
Great coverage!,0,0
Ukraine is losing this war? Good analysis ️,0,1
"Ukrainia lose the war that mean nato and us also lose the war, let bow to Russia empire Putin.",0,0
Well done Russia well done!!!!! The future is yours 🇷🇺,1,0
We trust in your hands everything Lord. Praying for Ukraine 🇺🇦 always.,0,0
"People can talk about Russia winning all they want but in this case neither of these people are qualified to talk about people fighting for their very homes and way of life, there is no greater motivation. We sit in our comfortable homes in big recliners, we are clueless. And to say Russia can fight forever is just not true, the cost to occupy a country is massive, the US knows this only too well. And we can expect an insurgency if the Russians win this thing, the Ukrainians have a bloody history they can deal with it I’m sure. And although there is all this talk of doom and gloom, the Russian army is getting battered. The Ukrainians are not out of the fight yet. I find it a little odd that FOX has taken this route but I suspect it has more to do with attacking Joe Biden than anything else.",1,0
KT you are usually a source of common sense input ----but what you say here is only stating the obvious---Russia has soooo much oil money they can fight for-ever----really? will they sustain heavy losses on foreign soil for-ever? I say no. Will the Ukranians sustain heavy losses? do they have a choice? You say the war must end very soon---how the fukk is that gonna happen? think the Ukranians should just stop fighting? wake up KT you are insane,0,0
Russian propaganda .,0,0
"She actually is right, the sanctions since the war have actually backfired greatly. They've made billions more than normal from fuel spikes and we're paying $5 a gallon here",0,0
"when even the great U.S. couldn't handle Afghanistan, what makes you think Russia can handle Ukraine getting so much more support.",0,0
"Finally someone is speaking where we are, in the deep sh...whole",0,0
"Actually, mercenaries are more heinous than the enemy, the enemy is fighting for their country, mercenaries are fighting because they believe they're fighting evil.",0,0
"i used to be a Fox man. But after seeing snippets of Fox the last 4 months i gotta say Fox news is losing this war ‘slowly, bitterly, grindingly’",1,0
ufos,0,0
The world is falling apart...JESUS is getting closer and closer Check it out now !,0,0
ZIVIO PUTIN,0,0
SEARCH on YT: Dozens Killed By Ukrainian Cluster Bomb Attack On Center Donetsk,0,0
Lol Ukraine is not losing this war. Just by Russia not being able to take Kyiv they already lost,2,0
EUROPA REPUBLICA BANANERA,0,0
"Negative. Americans and foreign fighters are not mercenaries. They are volunteer freedom fighters. Hence, mercenaries are well paid to fight...",0,0
"God's representative uncle sam is very weak, let go of his responsibility... God will know",2,0
Propoganda,1,0
"This lady is smart, very smart. However, her take on tik tok sounds more like she is also talking about google, facebook, instagram e.t.c...hahahaha....lol.",0,0
I hope and pray Tiktok is banned. It's so addictive to everyone. China will not let anyone there watch Tiktok except what they want them to see. Bann tiktok now!!,0,0
Sadly they are losing I hope Ukraine can find a compromise to end this war,0,0
This lady does not even know what country to say.,0,0
“Nobody is investing in Russia”. When we talk about investing in the U.K. what we really mean is selling off.,0,0
z,0,0
Z,0,0
God bless 🇷🇺,1,0
hahaha i said this from the start,0,0
God bless Vladimir Putin,3,0
Urra russia will crash the nazis in ukraine they gonna bite the dust big time🇷🇺🇷🇺,0,0
Russia win,0,0
"Crap, how about something positive. Note, putin has laid out his intentions, give way to him now and goodbye the Baltics and Poland. Ukraine might be losing a lot of her soldiers, but ruSSia is losing around 400 a day.",0,0
Russia has just destroyed a Ukrainian power plant and winter is coming....... but Ukraine is winning hah.,0,0
"I am not north-american. I am an old third world man. I am really surprised by the high number of communists in the comments section of Fox News, very sympathetic to the Russian cause. I really thought Fox News was a conservative right-wing channel. Well, the world is changing faster than I ""update my system"" .",0,0
The west needs to keep supplying Ukraine arms . Especially drones and attack jets . Also U.S. engineers should help Ukraine to speed up development of the Ukrainian's hypersonic missile project. It's time for the playing field to be leveled . When Ukrainian hypersonic middles start coming across the Russian border and hitting Russian military bases it becomes a different war.,0,0
"My Country Feedback 🇺🇸 Greetings To be sure this is the beginning of a National Exorcism. And I intend to do my share, and to have my share in the conversation. That is my duty. My Country Feedback 🇺🇸 Greetings To be sure this is the very beginning of a National Exorcism. In Response to someone who belittled my comments and expression. And who belittled my First Amendment Freedom of Expression. So get ye hence Satan. ""Man shall not live by bread alone, but by every word that procedure from the mouth of God."" .My First Amendment Rights are nor yours to suppress, control or dominate. I exercise, and Exorcise my First Amendment Liberty entirely autonomously of the CIA or the ONI or anyone else. If you can't tolerate the First Amendment, there is something wrong with you and there is nothing wrong with me or my comment 🇺🇸. The last time I looked, The Stars and Stripes were still flying over this nation called the United States of America. Quite frankly whether you read my little ideas or not, it gets published because somebody more tolerant than you wants to know what's on my little mind. So I am sorry but you will just have to suffer, knowing that I have equal rights to be heard, just like you or anyone else in the United States. Shame on you. You are an uncharitable, mean-spirited, secretive, clandestine person. I prefer ""Good faith and fair dealing"" to dishonesty. It is a reflection. It is thoughtful. It is truthful. It is mindful. It is genuine and sincere, it is measured it is expressive, it is literary, and it is noble, it is filled with integrity, and honor, and individuality, and it is not deceitful, it is not subterfuge, it is not guile, it is and it is not perverse, it is not duplicitous. I hope you understand. Sincerely gospelgirl To be sure, this is the beginning of a National Exorcism",0,0
Sorry Fox News. Everyone underestimates Ukraine. Tsk. Tsk. Tsk.,0,0
This channel is a Russian propaganda !!,0,0
V,0,0
Which part of you back garden are you prepared to lose,0,0
🇷🇺,0,0
,0,0
,0,0
"Vamos RUSSIA!! Putin is smart for this honestly, fellow American here stands with you 🇷🇺🇺🇸 Soviet Union for the WINN!",0,0
"Z Russia vs EU, UK, Canada, Japan, Australia Z",0,0
she telling scaps,0,0
Ukraine will still win. the Russian economy will crash since people refuse to give them supplies. Russia may be bigger but the economy is the most important and Russia is failing spectacularly,0,0
"How much did the Kremlin pay for this, Fox?",0,1
🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺,0,0
LMAO,0,0
fu,0,0
